OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,SalePrice_log,InternalSF,TotalBath,TotRmsAbvGrdWithBath,OverallScore,InternalScore,HouseAge,ExterQaulScore,HeatingQCScore,KitchenQualScore,GarageQualScore,ExterQual_Gd,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Not Applicable,GarageType_Attchd,GarageFinish_Fin,GarageFinish_Unf,Neighborhood_Price_Bucket_Level_1,Neighborhood_Price_Bucket_Level_4
5,1875,0.0,780,780,1020,1,6,0,0,0,94000,11.451050061252142,1800,1.0,7.0,40,9000,135,0.0,4080,3060,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,1977,0.0,1567,1567,1567,2,5,2,2,714,196000,12.185869938212656,3134,3.0,7.0,30,18804,32,0.0,4701,6268,2142.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1920,0.0,915,1167,1167,1,6,1,2,495,144000,11.877568578558138,2082,1.0,7.0,25,10410,87,0.0,3501,3501,1485.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5,1951,0.0,952,952,952,1,4,0,2,840,139000,11.842229212112828,1904,2.0,5.0,35,9520,57,0.0,2856,2856,2520.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1976,44.0,780,1088,1868,2,9,1,2,484,197500,12.193493863323312,2648,3.5,11.5,35,13240,33,132.0,9340,7472,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,2006,340.0,1466,1466,2828,3,11,1,3,1052,424870,12.959538518762065,4294,4.0,14.0,40,34352,1,1360.0,14140,11312,3156.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1959,0.0,1006,1006,1006,1,5,0,0,0,80000,11.289781913656018,2012,1.0,6.0,15,10060,49,0.0,3018,3018,1452.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1941,0.0,672,672,924,1,5,0,1,280,80000,11.289781913656018,1596,2.0,6.0,16,6384,69,0.0,1848,1848,840.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
5,1928,0.0,1042,1042,1576,1,8,1,1,225,149000,11.911701584927595,2618,1.0,9.0,30,13090,78,0.0,7880,4728,675.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6,1985,85.0,1298,1298,1298,2,5,1,2,403,180000,12.100712129872347,2596,3.0,7.0,30,15576,21,340.0,3894,5192,1209.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,1941,0.0,704,860,1564,1,7,1,1,234,174500,12.069680020624618,2268,1.5,8.5,49,15876,68,0.0,7820,3128,702.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7,1926,0.0,572,572,1111,1,5,1,1,288,116900,11.66907414746016,1683,1.0,6.0,49,11781,82,0.0,3333,3333,864.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1920,0.0,650,832,1482,1,7,0,2,324,143000,11.870599909242044,2132,1.5,8.0,63,14924,89,0.0,7410,4446,972.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1950,0.0,932,932,932,1,4,1,1,306,124000,11.728036844587177,1864,1.0,5.0,30,11184,57,0.0,4660,3728,918.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1959,132.0,1466,1466,1466,1,6,2,2,528,149900,11.917723684090689,2932,1.5,7.5,20,14660,47,396.0,4398,2932,1584.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
6,1956,0.0,1073,1811,1811,1,6,1,2,470,230000,12.345834587905332,2884,1.0,7.0,42,17304,50,0.0,9055,9055,1410.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6,1930,0.0,816,816,816,1,5,0,1,432,120500,11.699405031912846,1632,1.0,6.0,48,9792,78,0.0,4080,2448,1296.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,1965,288.0,864,902,1820,1,8,2,2,492,201800,12.215032386901646,2684,2.0,10.0,42,18788,43,864.0,5460,7280,1476.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1976,0.0,1437,1437,1437,2,6,1,2,528,218000,12.292250341771226,2874,3.0,8.0,40,14370,31,0.0,4311,5748,1584.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,1965,0.0,1219,1265,1265,2,6,1,2,502,179900,12.100156419938624,2484,2.5,8.0,40,12420,43,0.0,5060,5060,1506.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7,2007,166.0,1314,1314,1314,2,6,1,2,626,230000,12.345834587905332,2628,3.0,8.0,35,18396,2,664.0,6570,5256,1878.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2007,186.0,1580,1580,1580,2,7,0,3,830,235128,12.367885325692589,3160,2.0,9.0,40,25280,1,744.0,7900,6320,2490.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
6,1974,270.0,901,943,1876,2,8,1,2,540,185000,12.128111104060462,2777,2.5,10.5,36,16662,34,1080.0,5628,7504,2160.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,1978,0.0,855,855,1456,2,7,1,2,440,146000,11.891361900690471,2311,2.5,9.5,30,13866,32,0.0,2912,4368,1320.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1954,72.0,1296,1640,1640,1,7,1,2,924,224000,12.319401330837175,2936,2.0,8.0,42,17616,54,288.0,8200,6560,2772.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5,1968,0.0,894,894,894,1,5,1,2,450,129000,11.76756768334381,1788,1.0,6.0,25,8940,39,0.0,3576,2682,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4,1969,0.0,1198,1258,1258,0,6,0,2,400,108959,11.598726943661342,2456,3.0,7.0,16,9824,39,0.0,3774,3774,800.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1978,0.0,1360,1432,1432,1,5,1,2,588,194000,12.175613438045463,2792,2.5,6.5,35,13960,29,0.0,7160,5728,1764.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7,2009,268.0,1502,1502,1502,2,7,0,2,644,233170,12.359523080243038,3004,2.0,9.0,35,21028,0,1072.0,7510,6008,1932.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
8,2008,72.0,1694,1694,1694,2,7,0,3,776,245350,12.41044104151805,3388,2.0,9.0,40,27104,2,288.0,8470,6776,2328.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,2000,0.0,959,959,1671,2,7,1,2,472,173000,12.061046873479915,2630,3.5,9.5,30,15780,6,0.0,8355,5013,1416.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1935,0.0,1127,1236,2108,2,7,2,2,540,235000,12.367340793126296,3235,2.0,9.0,42,19410,73,0.0,10540,8432,1620.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
10,1995,1378.0,1930,1831,3627,3,10,1,3,807,625000,13.34550692871854,5557,4.5,13.5,50,55570,11,5512.0,18135,14508,2421.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6,1977,0.0,1096,1118,1118,1,6,1,1,358,171000,12.049418835484795,2214,2.0,7.0,36,13284,31,0.0,3354,3354,1074.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1958,0.0,1261,1261,1261,1,6,1,2,433,163000,12.0015054797889,2522,2.0,7.0,36,15132,50,0.0,6305,3783,1299.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,2006,0.0,625,625,1250,2,5,0,2,625,171900,12.05466819137094,1875,2.5,7.5,35,13125,2,0.0,6250,5000,1875.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
5,1946,0.0,1598,1636,3086,3,12,1,0,0,200500,12.20856952572876,4205,3.0,15.0,30,21025,61,0.0,9258,15430,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1932,0.0,952,1170,2345,2,9,1,2,360,239000,12.384218830913648,3297,2.5,11.5,48,19782,74,0.0,7035,7035,1080.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8,1992,337.0,1683,2129,2872,2,9,1,2,541,285000,12.560244459250788,4555,2.5,11.5,40,36440,15,1348.0,14360,11488,1623.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5,1984,0.0,876,923,923,1,5,0,1,264,119500,11.691071650353702,1799,2.0,6.0,25,8995,24,0.0,2769,2769,792.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
6,1926,0.0,818,818,1224,1,5,0,1,210,115000,11.652687407345388,2042,1.0,6.0,48,12252,83,0.0,3672,3672,630.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
5,1921,0.0,731,820,1343,1,7,1,1,186,154900,11.95053502640496,2074,1.5,8.5,30,10370,88,0.0,6715,4029,372.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5,1954,0.0,0,1124,1124,1,5,1,0,0,93000,11.440354772135391,1124,1.0,6.0,25,5620,52,0.0,4496,3372,1452.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
7,1990,0.0,1216,1298,2514,2,8,0,2,693,250000,12.429216196844385,3730,2.5,10.5,35,26110,16,0.0,12570,7542,2079.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8,2008,186.0,1600,1652,1652,2,5,1,2,482,392500,12.8802918162046,3252,3.5,7.0,40,26016,0,930.0,8260,6608,1446.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
10,1996,0.0,2396,2411,4476,3,10,2,3,813,745000,13.521139497361697,6872,4.5,13.5,50,68720,11,0.0,22380,22380,2439.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5,1920,0.0,1120,1130,1130,1,5,1,2,720,120000,11.695247021764184,2250,2.0,6.0,30,11250,86,0.0,5650,3390,2160.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5,1963,226.0,1572,1572,1572,1,5,2,3,995,186700,12.137258329529814,3144,2.5,6.5,20,15720,44,678.0,6288,4716,2985.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5,1924,0.0,784,949,1221,1,7,0,1,392,104900,11.560762794384388,2005,2.0,8.0,35,10025,82,0.0,4884,3663,1176.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3,1900,0.0,978,1014,1699,2,7,0,2,420,95000,11.461632170582678,2677,3.0,9.0,15,8031,109,0.0,5097,5097,840.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
8,1994,0.0,1624,1624,1624,2,5,1,3,757,262000,12.476099782743232,3248,3.0,7.0,40,25984,12,0.0,8120,6496,2271.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2002,95.0,831,831,1660,2,7,0,2,493,195000,12.180754837545884,2491,2.5,9.5,35,17437,7,380.0,8300,6640,1479.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
7,1999,0.0,994,1028,1804,2,7,1,2,442,189000,12.14950229404178,2798,2.5,9.5,35,19586,11,0.0,7216,7216,1326.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,1961,149.0,1249,1622,1622,1,7,1,4,1356,168000,12.031719258385396,2871,2.0,8.0,16,11484,46,447.0,8110,4866,4068.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
8,1999,456.0,776,764,1441,2,5,0,2,492,174000,12.066810578196666,2217,2.5,7.5,40,17736,8,1824.0,7205,5764,1476.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
5,1925,0.0,702,842,1472,1,6,0,1,250,125000,11.736069016284436,2174,1.0,7.0,40,10870,82,0.0,5888,5888,750.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1999,425.0,1224,1224,1224,2,5,0,2,402,165000,12.013700752882718,2448,3.0,7.0,30,14688,10,1275.0,6120,3672,1206.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,1969,143.0,663,663,1352,1,7,0,1,299,158000,11.970350312009105,2015,1.5,8.5,42,12090,41,429.0,4056,4056,897.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,2005,0.0,728,728,1456,2,8,0,2,400,176000,12.078239274020287,2184,2.5,10.5,30,13104,3,0.0,7280,5824,1200.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
7,2006,0.0,879,879,1863,2,9,1,3,660,219210,12.297785453453374,2742,2.5,11.5,35,19194,0,0.0,9315,7452,1980.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7,1916,0.0,815,815,1690,1,7,1,1,225,144000,11.877568578558138,2505,1.0,8.0,42,17535,90,0.0,8450,5070,675.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,2001,0.0,1212,1212,1212,2,6,0,2,573,178000,12.089538829274222,2424,2.0,8.0,35,16968,8,0.0,6060,4848,1719.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1963,51.0,1051,1382,1382,1,6,1,2,459,148000,11.904967552746252,2433,1.5,7.5,20,9732,43,153.0,5528,4146,1377.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
4,1970,0.0,864,864,864,1,5,0,1,280,116050,11.661776411702585,1728,1.0,6.0,20,6912,36,0.0,3456,2592,840.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,1998,0.0,866,866,1779,2,6,0,2,546,197900,12.195517131590655,2645,2.5,8.5,35,18515,11,0.0,8895,7116,1638.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1925,0.0,884,884,1348,1,5,1,1,216,117000,11.669929213779891,2232,2.0,6.0,40,11160,84,0.0,6740,4044,648.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,2000,171.0,1630,1630,1630,2,6,1,2,451,213000,12.269047444691562,3260,2.0,8.0,35,22820,9,684.0,8150,6520,1353.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1975,0.0,1056,1074,1074,1,6,0,2,495,153500,11.941455846009388,2130,2.5,7.5,30,10650,31,0.0,5370,3222,1485.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,1990,234.0,2158,2196,2196,2,7,1,3,701,271900,12.513189630620564,4354,2.0,9.0,49,30478,19,936.0,8784,8784,2103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4,1966,0.0,1056,1056,1056,1,5,0,1,384,107000,11.580584113444043,2112,2.0,6.0,16,8448,40,0.0,3168,3168,1152.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6,2003,120.0,1682,1700,1700,2,7,0,2,544,200000,12.206072645530174,3382,3.0,9.0,30,20292,3,480.0,8500,6800,1632.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1962,0.0,931,1283,1283,1,6,0,2,506,140000,11.84939770159144,2214,2.0,7.0,35,11070,46,0.0,3849,3849,1518.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8,2006,420.0,1660,1660,1660,2,8,1,2,500,290000,12.577636201962656,3320,3.0,10.0,40,26560,0,1680.0,8300,6640,1500.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6,1992,0.0,1055,1055,1845,2,8,1,2,462,189000,12.14950229404178,2900,2.5,10.5,30,17400,18,0.0,9225,7380,1386.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8,1988,0.0,559,1080,1752,2,8,0,2,492,164000,12.007621706806336,2311,2.0,10.0,56,18488,22,0.0,7008,5256,1476.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4,1941,0.0,672,672,672,1,4,0,1,234,113000,11.635143097694478,1344,2.0,5.0,24,5376,68,0.0,2016,2016,702.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
4,1965,0.0,648,960,960,0,3,0,1,364,145000,11.884489021402713,1608,1.5,3.0,36,6432,41,0.0,4800,2880,1092.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5,1962,0.0,925,999,999,1,6,0,1,300,134500,11.809319478024031,1924,2.0,7.0,25,9620,44,0.0,2997,2997,900.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5,1966,0.0,894,894,894,1,5,0,1,384,125000,11.736069016284436,1788,1.0,6.0,25,8940,41,0.0,2682,2682,1152.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,1978,0.0,0,1318,1902,2,8,0,2,539,112000,11.626254150277232,1902,2.0,10.0,30,11412,32,0.0,5706,5706,1617.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
8,2009,72.0,1300,1314,1314,2,6,0,2,552,229456,12.343466568968994,2614,3.0,8.0,40,20912,0,288.0,6570,5256,1656.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4,1947,0.0,0,672,912,1,3,0,0,0,80500,11.296012463406656,912,1.0,4.0,20,3648,59,0.0,3648,2736,1452.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
6,1971,236.0,672,672,1218,1,7,0,0,0,91500,11.424094251263613,1890,1.5,8.5,30,11340,35,708.0,3654,3654,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5,1964,0.0,912,912,912,1,5,0,1,288,115000,11.652687407345388,1824,1.0,6.0,25,9120,42,0.0,2736,2736,864.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5,1968,0.0,952,1211,1211,1,5,1,1,322,134000,11.805595078933049,2163,1.0,6.0,25,10815,40,0.0,6055,3633,966.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1949,320.0,1040,1168,1846,2,7,1,1,315,143000,11.870599909242044,2886,2.0,9.0,36,17316,58,960.0,9230,5538,945.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1951,44.0,2136,2136,2136,2,7,0,2,528,137900,11.834284063781393,4272,2.0,9.0,15,21360,55,132.0,6408,6408,1584.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7,2004,0.0,788,788,1490,2,8,1,2,388,184000,12.122691036591124,2278,3.5,10.5,35,15946,4,0.0,7450,5960,1164.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1958,63.0,588,1138,1138,1,6,0,1,264,145000,11.884489021402713,1726,1.5,7.0,48,10356,49,189.0,5690,3414,792.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
6,2007,74.0,894,894,1933,2,9,1,3,668,214000,12.273731294003989,2827,2.5,11.5,30,16962,1,296.0,9665,7732,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5,1965,300.0,912,912,912,1,5,0,2,576,147000,11.898187865760873,1824,2.0,6.0,40,9120,43,900.0,4560,3648,1728.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
9,2008,766.0,1702,1702,1702,1,7,1,3,1052,367294,12.813917896253695,3404,2.5,8.5,45,30636,0,3830.0,8510,8510,3156.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5,1960,0.0,1075,1507,1507,2,7,0,1,404,127000,11.751942365440728,2582,2.0,9.0,25,12910,48,0.0,6028,4521,1212.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1977,1.0,1361,1361,2620,2,12,1,2,600,190000,12.154779351142624,3981,3.0,15.0,25,19905,30,3.0,13100,7860,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1962,120.0,1106,1190,1190,1,6,0,2,540,132500,11.794337924408412,2296,2.0,7.0,30,11480,44,360.0,3570,3570,1620.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
4,1962,0.0,0,1224,1224,2,6,0,2,462,101800,11.53076538309856,1224,2.0,8.0,20,4896,45,0.0,3672,3672,1386.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
5,1959,180.0,1188,1188,1188,1,6,0,2,531,142000,11.8635823365834,2376,2.0,7.0,25,11880,51,540.0,2376,3564,1593.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
5,1911,0.0,940,1024,1964,1,7,0,0,0,130000,11.77528972943772,2904,1.5,8.5,30,14520,97,0.0,5892,5892,1452.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1914,0.0,747,892,1784,1,9,0,1,180,138887,11.841415931849784,2531,1.5,10.5,25,12655,92,0.0,7136,5352,360.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
7,2003,106.0,764,764,1626,2,6,0,2,474,175500,12.075394321888057,2390,2.5,8.5,35,16730,7,424.0,8130,6504,1422.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
7,2004,0.0,847,847,1948,2,8,1,2,434,195000,12.180754837545884,2795,2.5,10.5,35,19565,2,0.0,9740,7792,1302.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
