Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,InternalSF,PorchDeckSF,TotalBath,TotRmsAbvGrdWithBath,InternalQual,InternalCond,HouseAge,RemodAge,GarageAge,ExterQaulScore,ExterCondScore,HeatingQCScore,KitchenQualScore,GarageQualScore,GarageCondScore,Neighborhood_Price_Bucket
1229,120,RL,65.0,8769,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,TwnhsE,1Story,9,5,2008,Other,CompShg,MetalSd,MetalSd,BrkFace,766.0,Ex,TA,PConc,Ex,TA,No,GLQ,1540,Unf,162,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,1,1,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,1052,TA,TA,Y,0,Not Applicable,0,New,Partial,367294,3404,296,2.5,8.5,30636,17020,0,0,0.0,3830.0,2298.0,8510,8510,3156.0,3156.0,Level_4
1230,80,RL,70.0,7910,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,SLvl,5,5,1960,Other,CompShg,BrkFace,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,2,0,4,1,TA,7,Other,0,Not Applicable,Basment,Unf,1,404,TA,TA,Y,0,GdWo,0,WD,Normal,127000,2582,0,2.0,9.0,12910,12910,48,48,48.0,0.0,0.0,6028,4521,1212.0,1212.0,Level_2
1231,90,RL,69.0,18890,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Other,Duplex,1.5Fin,5,5,1977,Other,CompShg,Plywood,Plywood,Not Applicable,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,498,Other,652,1361,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0,2,2,4,2,TA,12,Typ,1,TA,BuiltIn,RFn,2,600,TA,TA,N,0,Not Applicable,8300,WD,Normal,190000,3981,324,3.0,15.0,19905,19905,30,30,30.0,3.0,3.0,13100,7860,1800.0,1800.0,Level_2
1232,90,RL,70.0,7728,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Duplex,SLvl,5,6,1962,Other,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803,Unf,303,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,2,540,TA,TA,Y,0,GdWo,0,WD,Normal,132500,2296,18,2.0,7.0,11480,13776,44,44,44.0,360.0,360.0,3570,3570,1620.0,1620.0,Level_2
1233,90,RL,70.0,9842,Pave,Not Applicable,Reg,Lvl,FR2,Gtl,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,Slab,Not Applicable,Other,Not Applicable,Not Applicable,0,Other,0,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,2,0,2,2,TA,6,Typ,0,Not Applicable,CarPort,Unf,2,462,TA,TA,Y,0,Not Applicable,0,WD,Normal,101800,1224,0,2.0,8.0,4896,6120,45,45,45.0,0.0,0.0,3672,3672,1386.0,1386.0,Level_2
1234,20,RL,69.0,12160,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1959,Other,CompShg,Plywood,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,1000,Unf,188,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,RFn,2,531,TA,TA,Y,0,MnPrv,0,COD,Abnorml,142000,2376,0,2.0,7.0,11880,11880,51,51,51.0,540.0,540.0,2376,3564,1593.0,1593.0,Level_2
1235,70,RH,55.0,8525,Pave,Not Applicable,Reg,Other,Inside,Gtl,Norm,1Fam,2Story,5,6,1911,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,PConc,TA,TA,Av,Unf,0,Unf,940,940,GasA,TA,N,FuseA,1024,940,0,1964,0,1,1,4,1,TA,7,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,N,0,Not Applicable,0,WD,Abnorml,130000,2904,192,1.5,8.5,14520,17424,97,58,28.0,0.0,0.0,5892,5892,,,Level_2
1236,70,RL,96.0,13132,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,5,5,1914,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,747,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,1,1,4,1,TA,9,Typ,0,Not Applicable,Detchd,Unf,1,180,Other,Other,N,0,Not Applicable,0,WD,Normal,138887,2531,243,1.5,10.5,12655,12655,92,56,92.0,0.0,0.0,7136,5352,360.0,360.0,Level_4
1237,160,RL,36.0,2628,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,764,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,2,1,2,1,Gd,6,Typ,0,Not Applicable,BuiltIn,RFn,2,474,TA,TA,Y,0,Not Applicable,0,WD,Normal,175500,2390,27,2.5,8.5,16730,11950,7,7,7.0,424.0,318.0,8130,6504,1422.0,1422.0,Level_4
1238,60,RL,41.0,12393,Pave,Not Applicable,IR2,Lvl,FR2,Gtl,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,847,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,0,Not Applicable,0,WD,Normal,195000,2795,148,2.5,10.5,19565,13975,2,1,2.0,0.0,0.0,9740,7792,1302.0,1302.0,Level_3
1239,20,RL,63.0,13072,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1141,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,1,1,3,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,2,484,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,142500,2282,0,1.5,7.5,13692,11410,1,1,1.0,0.0,0.0,5705,3423,1452.0,1452.0,Level_3
1240,20,RL,64.0,9037,Pave,Not Applicable,IR1,Other,Inside,Gtl,Norm,1Fam,1Story,8,5,2006,Other,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2,472,TA,TA,Y,0,Not Applicable,0,WD,Normal,265900,2960,153,2.0,8.0,23680,14800,1,1,1.0,128.0,96.0,7420,7420,1416.0,1416.0,Level_4
1241,60,RL,65.0,8158,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,2,1,3,1,Gd,8,Typ,0,Not Applicable,Attchd,RFn,2,543,TA,TA,Y,0,Not Applicable,0,WD,Normal,224900,2652,63,3.5,10.5,18564,13260,5,5,5.0,1008.0,756.0,8840,7072,1629.0,1629.0,Level_3
1242,20,RL,83.0,9849,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,6,2007,Other,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,2,0,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,3,954,TA,TA,Y,0,Not Applicable,0,New,Partial,248328,3378,56,2.0,9.0,23646,20268,0,0,0.0,0.0,0.0,8445,6756,2862.0,2862.0,Level_4
1243,85,RL,85.0,10625,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,SFoyer,7,6,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,Other,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,2,0,3,1,Gd,6,Typ,2,TA,Attchd,RFn,2,528,TA,TA,Y,0,MnPrv,0,WD,Family,170000,2226,120,3.0,8.0,15582,13356,36,36,36.0,243.0,243.0,3519,4692,1584.0,1584.0,Level_3
1244,20,RL,107.0,13891,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,10,5,2006,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Ex,TA,PConc,Ex,Other,Gd,GLQ,1386,Unf,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,850,TA,TA,Y,0,Not Applicable,0,New,Partial,465000,4152,445,3.5,9.5,41520,20760,0,0,0.0,0.0,0.0,10380,10380,2550.0,2550.0,Level_4
1245,70,RL,69.0,11435,Pave,Not Applicable,IR1,Other,Corner,Other,Norm,1Fam,2Story,8,7,1929,Gable,CompShg,BrkFace,Stucco,Not Applicable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,1,0,3,1,Gd,7,Typ,2,Gd,Detchd,Unf,2,400,TA,TA,Y,0,Not Applicable,0,WD,Normal,230000,2309,0,1.0,8.0,18472,16163,77,56,75.0,0.0,0.0,3034,6068,1200.0,1200.0,Level_4
1246,80,RL,78.0,12090,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,SLvl,6,7,1984,Other,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,477,TA,TA,Y,0,Not Applicable,0,WD,Abnorml,178000,2453,527,3.5,10.5,14718,17171,23,4,23.0,222.0,222.0,9340,5604,1431.0,1431.0,Level_3
1247,60,FV,65.0,8125,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2,615,TA,TA,Y,0,Not Applicable,0,New,Partial,186500,2309,45,2.5,8.5,16163,11545,1,0,1.0,0.0,0.0,7765,6212,1845.0,1845.0,Level_4
1248,80,RL,69.0,12328,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,SLvl,6,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,3,888,TA,TA,Y,0,Not Applicable,0,WD,Normal,169900,2046,0,2.0,7.0,12276,10230,34,34,34.0,1005.0,1005.0,3102,3102,2664.0,2664.0,Level_2
1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,2.5Unf,6,5,1917,Gable,CompShg,AsbShng,AsbShng,Not Applicable,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,416,735,Other,Fa,N,SBrkr,1134,924,0,2058,0,1,1,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,396,Other,Other,P,0,Not Applicable,0,WD,Normal,129500,2793,259,1.5,9.5,16758,13965,91,58,58.0,0.0,0.0,4116,6174,792.0,792.0,Level_1
1250,20,RL,60.0,7200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,7,1950,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,534,Other,246,876,GasA,TA,Y,SBrkr,988,0,0,988,0,1,0,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,1,276,TA,TA,Y,0,Not Applicable,0,WD,Normal,119000,1864,80,1.0,7.0,9320,13048,57,57,57.0,0.0,0.0,2964,2964,828.0,828.0,Level_2
1251,20,RL,93.0,11160,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,7,5,1968,Other,CompShg,BrkFace,BrkFace,Not Applicable,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,2,1,3,1,Ex,8,Typ,2,TA,Attchd,Fin,2,522,TA,TA,Y,0,Not Applicable,0,WD,Normal,244000,4220,0,3.5,10.5,29540,21100,42,42,42.0,0.0,0.0,10550,10550,1566.0,1566.0,Level_2
1252,120,RL,69.0,3136,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,478,TA,TA,Y,0,Not Applicable,0,WD,Normal,171750,2810,184,2.0,8.0,19670,14050,3,3,3.0,652.0,489.0,7025,5620,1434.0,1434.0,Level_4
1253,20,RL,62.0,9858,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,6,1968,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,354,864,GasA,TA,Y,SBrkr,874,0,0,874,1,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,RFn,1,288,TA,TA,Y,0,GdWo,600,WD,Normal,130000,1738,33,2.0,6.0,8690,10428,41,41,41.0,0.0,0.0,2622,2622,864.0,864.0,Level_2
1254,60,RL,69.0,17542,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,7,1974,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,Other,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,2,1,3,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,518,TA,TA,Y,0,MnPrv,0,WD,Normal,294000,3359,267,3.5,11.5,23513,23513,33,4,33.0,0.0,0.0,6501,8668,1554.0,1554.0,Level_4
1255,60,RL,60.0,6931,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,397,TA,TA,Y,0,Not Applicable,0,WD,Normal,165400,2402,306,2.5,9.5,16814,12010,5,4,5.0,368.0,276.0,8280,6624,1191.0,1191.0,Level_1
1256,50,RM,52.0,6240,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,6,1931,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,BrkTil,TA,Other,No,LwQ,425,Unf,459,884,GasA,TA,Y,FuseA,959,408,0,1367,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,560,TA,TA,Y,0,Not Applicable,0,WD,Normal,127500,2251,120,1.0,7.0,13506,13506,76,57,29.0,0.0,0.0,4101,4101,1680.0,1680.0,Level_1
1257,20,RL,91.0,14303,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,1Story,8,5,1994,Other,CompShg,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,2,691,TA,TA,Y,0,Not Applicable,0,WD,Normal,301500,3973,298,3.0,9.0,31784,19865,14,14,14.0,2216.0,1662.0,9935,7948,2073.0,2073.0,Level_4
1258,30,RL,56.0,4060,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Other,1Fam,1Story,5,8,1922,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,99900,1728,96,1.0,5.0,8640,13824,87,59,29.0,0.0,0.0,4320,2592,,,Level_1
1259,80,RL,59.0,9587,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,SLvl,7,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,2,0,2,1,Gd,5,Typ,0,Not Applicable,Attchd,Fin,2,400,TA,TA,Y,0,Not Applicable,0,WD,Normal,190000,2022,212,3.0,7.0,14154,10110,3,3,3.0,728.0,546.0,5830,4664,1200.0,1200.0,Level_3
1260,20,RL,65.0,9750,Pave,Not Applicable,Reg,Lvl,FR2,Gtl,Norm,1Fam,1Story,6,8,1969,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,Other,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,1,1,3,1,TA,6,Typ,0,Not Applicable,Attchd,Unf,2,460,TA,TA,Y,0,Not Applicable,0,WD,Normal,151000,2108,260,2.5,7.5,12648,16864,39,39,39.0,0.0,0.0,4216,3162,1380.0,1380.0,Level_2
1261,60,RL,69.0,24682,Pave,Not Applicable,IR3,Lvl,CulDSac,Gtl,Other,1Fam,2Story,6,5,1999,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,502,TA,TA,Y,0,Not Applicable,0,WD,Normal,181000,2516,103,2.5,9.5,15096,12580,10,10,10.0,0.0,0.0,8375,5025,1506.0,1506.0,Level_3
1262,20,RL,80.0,9600,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,6,1956,Other,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,1,0,2,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1,338,TA,TA,Y,0,Not Applicable,0,WD,Normal,128900,2100,0,1.0,6.0,10500,12600,53,53,53.0,0.0,0.0,4200,3150,1014.0,1014.0,Level_2
1263,50,RL,69.0,11250,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,4,5,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,1,0,5,1,TA,8,Other,2,TA,Attchd,Unf,1,304,TA,TA,Y,0,Not Applicable,0,WD,Normal,161500,2892,120,2.0,9.0,11568,14460,52,20,52.0,0.0,0.0,8940,5364,912.0,912.0,Level_3
1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,6,6,1919,Other,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,1,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,520,TA,TA,N,0,GdPrv,0,WD,Normal,180500,2588,126,1.0,9.0,15528,15528,88,57,67.0,0.0,0.0,9120,5472,1560.0,1560.0,Level_1
1265,120,RH,34.0,4060,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,6,5,1998,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,2,0,2,1,Gd,5,Typ,0,Not Applicable,Attchd,Fin,2,511,TA,TA,Y,0,Not Applicable,0,COD,Abnorml,181000,2742,212,3.0,7.0,16452,13710,10,9,10.0,0.0,0.0,6685,5348,1533.0,1533.0,Level_2
1266,160,FV,35.0,3735,Pave,Not Applicable,Reg,Lvl,FR3,Gtl,Norm,TwnhsE,2Story,7,5,1999,Other,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,241,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1,2,1,3,1,Gd,6,Typ,0,Not Applicable,Detchd,Unf,2,506,TA,TA,Y,0,Not Applicable,0,WD,Normal,183900,2143,34,3.5,8.5,15001,10715,7,7,7.0,872.0,654.0,7260,5808,1518.0,1518.0,Level_4
1267,190,RM,60.0,10120,Pave,Not Applicable,IR1,Other,Inside,Gtl,Other,2fmCon,2.5Unf,7,4,1910,Other,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,925,925,GasA,TA,N,FuseF,964,925,0,1889,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,Unf,1,308,TA,TA,N,0,MnPrv,0,WD,Normal,122000,2814,264,1.5,10.5,19698,11256,97,57,47.0,0.0,0.0,5667,5667,924.0,924.0,Level_1
1268,20,RL,89.0,13214,Pave,Not Applicable,IR1,Other,Inside,Gtl,Norm,1Fam,1Story,9,5,2008,Other,CompShg,Stucco,CmentBd,Not Applicable,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3,746,TA,TA,Y,0,Not Applicable,0,WD,Normal,378500,4020,220,2.0,12.0,36180,20100,2,1,1.0,0.0,0.0,10090,10090,2238.0,2238.0,Level_4
1269,50,RL,69.0,14100,Pave,Not Applicable,IR1,Lvl,Inside,Other,Norm,1Fam,1.5Fin,8,9,1935,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0,3,1,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3,1014,TA,TA,Y,0,GdWo,0,WD,Normal,381000,4175,326,3.5,14.5,33400,37575,73,11,26.0,1896.0,2528.0,17235,13788,3042.0,3042.0,Level_4
1270,50,RL,78.0,11344,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,5,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,414,874,Other,TA,Y,FuseA,874,650,0,1524,0,1,1,3,1,TA,7,Typ,0,Not Applicable,Attchd,Unf,1,315,TA,TA,Y,0,GdWo,0,WD,Normal,144000,2398,0,1.5,8.5,11990,11990,49,49,49.0,540.0,540.0,4572,4572,945.0,945.0,Level_2
1271,40,RL,69.0,23595,Pave,Not Applicable,Reg,Other,Inside,Other,Norm,1Fam,1Story,7,6,1979,Other,Other,Plywood,Plywood,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,1,0,1,Gd,4,Typ,1,TA,Attchd,Fin,2,586,TA,TA,Y,0,Not Applicable,0,WD,Normal,260000,2856,268,2.5,4.5,19992,17136,31,31,31.0,0.0,0.0,4572,6096,1758.0,1758.0,Level_3
1272,20,RL,69.0,9156,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,6,7,1968,Other,CompShg,BrkFace,BrkFace,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,462,TA,TA,Y,0,Not Applicable,0,WD,Normal,185750,2978,0,2.0,9.0,17868,20846,41,41,41.0,0.0,0.0,5956,5956,1386.0,1386.0,Level_3
1273,20,RL,69.0,13526,Pave,Not Applicable,IR1,Lvl,CulDSac,Gtl,Norm,1Fam,1Story,5,6,1965,Other,CompShg,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,Other,0,935,GasA,TA,Y,SBrkr,935,0,0,935,1,1,0,3,1,TA,5,Typ,0,Not Applicable,Attchd,Unf,1,288,TA,TA,Y,0,MnPrv,0,WD,Normal,137000,1870,180,2.0,6.0,9350,11220,41,41,41.0,342.0,342.0,2805,2805,864.0,864.0,Level_2
1274,80,RL,124.0,11512,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,SLvl,6,7,1959,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,1,0,2,1,Ex,5,Typ,1,Gd,Basment,RFn,1,312,TA,TA,Y,0,GdPrv,0,WD,Normal,177000,2376,163,2.0,6.0,14256,16632,49,2,49.0,252.0,252.0,5428,6785,936.0,936.0,Level_1
1275,50,RL,53.0,5362,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1.5Fin,5,6,1910,Gable,CompShg,Wd Sdng,Wd Shng,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,552,TA,TA,Y,0,Not Applicable,0,WD,Normal,139000,1911,323,2.0,10.0,9555,11466,97,4,22.0,0.0,0.0,6250,3750,1656.0,1656.0,Level_4
